GSM after accounting Member 0
0	0.00	0.00	-0.38	-0.00	0.00	-0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	0.00	8.00	0.00	0.00	-8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	-0.38	0.00	64.00	0.38	0.00	32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	-0.00	0.00	0.38	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	-8.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5	-0.38	0.00	32.00	0.38	0.00	64.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00

GSM after accounting Member 1
0	0.00	0.00	-0.38	-0.00	0.00	-0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	0.00	8.00	0.00	0.00	-8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	-0.38	0.00	64.00	0.38	0.00	32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	-0.00	0.00	0.38	5.72	0.00	0.38	-5.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	-8.00	0.00	0.00	8.00	0.20	0.00	-0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00
5	-0.38	0.00	32.00	0.38	0.20	109.71	0.00	-0.20	22.86	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	-5.71	0.00	0.00	5.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	-0.00	-0.20	0.00	0.00	-0.20	0.00	0.00	0.00	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	0.20	22.86	0.00	-0.20	45.71	0.00	0.00	0.00	0.00	0.00	0.00
9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00

GSM after accounting Member 2
0	0.00	0.00	-0.38	-0.00	0.00	-0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	0.00	8.00	0.00	0.00	-8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	-0.38	0.00	64.00	0.38	0.00	32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	-0.00	0.00	0.38	5.72	0.00	0.38	-5.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	-8.00	0.00	0.00	8.00	0.20	0.00	-0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00
5	-0.38	0.00	32.00	0.38	0.20	109.71	0.00	-0.20	22.86	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	-5.71	0.00	0.00	19.05	0.00	0.00	-13.33	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	-0.00	-0.20	0.00	0.02	0.87	0.00	-0.01	1.07	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	0.20	22.86	0.00	0.87	152.38	0.00	-1.07	53.33	0.00	0.00	0.00
9	0.00	0.00	0.00	0.00	0.00	0.00	-13.33	0.00	0.00	13.33	0.00	0.00	0.00	0.00	0.00
10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-1.07	0.00	0.01	-1.07	0.00	0.00	0.00
11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.07	53.33	0.00	-1.07	106.67	0.00	0.00	0.00
12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00

GSM after accounting Member 3
0	0.00	0.00	-0.38	-0.00	0.00	-0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	0.00	8.00	0.00	0.00	-8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	-0.38	0.00	64.00	0.38	0.00	32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	-0.00	0.00	0.38	5.72	0.00	0.38	-5.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	-8.00	0.00	0.00	8.00	0.20	0.00	-0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00
5	-0.38	0.00	32.00	0.38	0.20	109.71	0.00	-0.20	22.86	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	-5.71	0.00	0.00	19.05	0.00	0.00	-13.33	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	-0.00	-0.20	0.00	0.02	0.87	0.00	-0.01	1.07	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	0.20	22.86	0.00	0.87	152.38	0.00	-1.07	53.33	0.00	0.00	0.00
9	0.00	0.00	0.00	0.00	0.00	0.00	-13.33	0.00	0.00	13.34	0.00	0.38	-0.00	0.00	0.38
10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.01	-1.07	0.00	8.01	-1.07	0.00	-8.00	0.00
