83					
0	0	1	5000000	0.49	0.02
1	1	2	5000000	0.49	0.02
2	2	3	5000000	0.49	0.02
3	3	4	5000000	0.49	0.02
4	4	5	5000000	0.49	0.02
5	5	6	5000000	0.49	0.02
6	6	7	5000000	0.49	0.02
7	7	8	5000000	0.49	0.02
8	9	10	5000000	0.49	0.02
9	10	11	5000000	0.49	0.02
10	11	12	5000000	0.49	0.02
11	12	13	5000000	0.49	0.02
12	13	14	5000000	0.49	0.02
13	14	15	5000000	0.49	0.02
14	15	16	5000000	0.49	0.02
15	16	17	5000000	0.49	0.02
16	18	19	5000000	1.00	0.08
17	19	20	5000000	1.00	0.08
18	20	21	5000000	1.00	0.08
19	21	22	5000000	1.00	0.08
20	22	23	5000000	1.00	0.08
21	23	24	5000000	1.00	0.08
22	24	25	5000000	1.00	0.08
23	25	26	5000000	1.00	0.08
24	26	27	5000000	1.00	0.08
25	27	28	5000000	1.00	0.08
26	28	29	5000000	1.00	0.08
27	29	30	5000000	1.00	0.08
28	30	31	5000000	1.00	0.08
29	31	32	5000000	1.00	0.08
30	32	33	5000000	1.00	0.08
31	33	34	5000000	1.00	0.08
32	35	36	5000000	1.00	0.08
33	36	37	5000000	1.00	0.08
34	37	38	5000000	1.00	0.08
35	38	39	5000000	1.00	0.08
36	39	40	5000000	1.00	0.08
37	40	41	5000000	1.00	0.08
38	41	42	5000000	1.00	0.08
39	42	43	5000000	1.00	0.08
40	43	44	5000000	1.00	0.08
41	44	45	5000000	1.00	0.08
42	45	46	5000000	1.00	0.08
43	46	47	5000000	1.00	0.08
44	47	48	5000000	1.00	0.08
45	48	49	5000000	1.00	0.08
46	49	50	5000000	1.00	0.08
47	50	51	5000000	1.00	0.08
48	52	53	5000000	0.49	0.02
49	53	54	5000000	0.49	0.02
50	54	55	5000000	0.49	0.02
51	55	56	5000000	0.49	0.02
52	56	57	5000000	0.49	0.02
53	57	58	5000000	0.49	0.02
54	58	59	5000000	0.49	0.02
55	59	60	5000000	0.49	0.02
56	61	62	5000000	0.49	0.02
57	62	63	5000000	0.49	0.02
58	63	64	5000000	0.49	0.02
59	64	65	5000000	0.49	0.02
60	65	66	5000000	0.49	0.02
61	66	67	5000000	0.49	0.02
62	67	68	5000000	0.49	0.02
63	68	69	5000000	0.49	0.02
64	8	70	5000000	0.49	0.02
65	70	71	5000000	0.49	0.02
66	71	72	5000000	0.49	0.02
67	72	17	5000000	0.49	0.02
68	17	73	5000000	0.49	0.02
69	73	74	5000000	0.49	0.02
70	74	26	5000000	0.49	0.02
71	34	75	5000000	0.49	0.02
72	75	76	5000000	0.49	0.02
73	76	77	5000000	0.49	0.02
74	77	78	5000000	0.49	0.02
75	78	79	5000000	0.49	0.02
76	79	51	5000000	0.49	0.02
77	43	80	5000000	0.49	0.02
78	80	81	5000000	0.49	0.02
79	81	60	5000000	0.49	0.02
80	60	82	5000000	0.49	0.02
81	82	83	5000000	0.49	0.02
82	83	84	5000000	0.49	0.02
83	84	69	5000000	0.49	0.02
