GSM after accounting Member 0
0	200.00	0.00	0.00	-200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	0.00	-48.00	240.00	0.00	48.00	240.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	0.00	-240.00	1600.00	0.00	240.00	800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	-200.00	0.00	0.00	200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	48.00	-240.00	0.00	-48.00	-240.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5	0.00	-240.00	800.00	0.00	240.00	1600.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00

GSM after accounting Member 1
0	200.00	0.00	0.00	-200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1	0.00	-48.00	240.00	0.00	48.00	240.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2	0.00	-240.00	1600.00	0.00	240.00	800.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3	-200.00	0.00	0.00	400.00	0.00	0.00	-200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	48.00	-240.00	0.00	-96.00	0.00	0.00	48.00	240.00	0.00	0.00	0.00	0.00	0.00	0.00
5	0.00	-240.00	800.00	0.00	0.00	3200.00	0.00	240.00	800.00	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	-200.00	0.00	0.00	200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	48.00	-240.00	0.00	-48.00	-240.00	0.00	0.00	0.00	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	-240.00	800.00	0.00	240.00	1600.00	0.00	0.00	0.00	0.00	0.00	0.00
9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00

GSM after accounting Member 2
0	152.00	0.00	-240.00	-200.00	0.00	0.00	0.00	0.00	0.00	48.00	0.00	-240.00	0.00	0.00	0.00
1	0.00	152.00	240.00	0.00	48.00	240.00	0.00	0.00	0.00	0.00	-200.00	0.00	0.00	0.00	0.00
2	240.00	-240.00	3200.00	0.00	240.00	800.00	0.00	0.00	0.00	-240.00	0.00	800.00	0.00	0.00	0.00
3	-200.00	0.00	0.00	400.00	0.00	0.00	-200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4	0.00	48.00	-240.00	0.00	-96.00	0.00	0.00	48.00	240.00	0.00	0.00	0.00	0.00	0.00	0.00
5	0.00	-240.00	800.00	0.00	0.00	3200.00	0.00	240.00	800.00	0.00	0.00	0.00	0.00	0.00	0.00
6	0.00	0.00	0.00	-200.00	0.00	0.00	200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7	0.00	0.00	0.00	0.00	48.00	-240.00	0.00	-48.00	-240.00	0.00	0.00	0.00	0.00	0.00	0.00
8	0.00	0.00	0.00	0.00	-240.00	800.00	0.00	240.00	1600.00	0.00	0.00	0.00	0.00	0.00	0.00
9	48.00	0.00	240.00	0.00	0.00	0.00	0.00	0.00	0.00	-48.00	0.00	240.00	0.00	0.00	0.00
10	0.00	-200.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	200.00	0.00	0.00	0.00	0.00
11	240.00	0.00	800.00	0.00	0.00	0.00	0.00	0.00	0.00	-240.00	0.00	1600.00	0.00	0.00	0.00
12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00

GSM after accounting Member 3
0	152.00	0.00	-240.00	-200.00	0.00	0.00	0.00	0.00	0.00	48.00	0.00	-240.00	0.00	0.00	0.00
1	0.00	152.00	240.00	0.00	48.00	240.00	0.00	0.00	0.00	0.00	-200.00	0.00	0.00	0.00	0.00
2	240.00	-240.00	3200.00	0.00	240.00	800.00	0.00	0.00	0.00	-240.00	0.00	800.00	0.00	0.00	0.00
3	-200.00	0.00	0.00	462.23	-79.20	-84.85	-200.00	0.00	0.00	-62.23	79.20	-84.85	0.00	0.00	0.00
